Name,City,State/Province,Zip_Code,Address,Phone,Website,Categories,Genres,Capacity,Age_Restriction,Rating,Description,Booking_Info,Facebook,Instagram,Upcoming_Events,Profile_URL,Normalized_Profile_URL,Source_Province_Search,Scraped_At
The Palace Theatre,Calgary,AB,T2P 7N2,"219 8th Avenue SW, Calgary, AB T2P 7N2",N/A,https://www.thepalacetheatre.ca/,Music Venue,All Genres,950,N/A,N/A,"""Calgary’s grand celebration hall for live gatherings of all shapes and sizes."" Concerts can be held any day/night of the week.",Requires Premium,https://www.facebook.com/palacetheatreyyc,https://www.instagram.com/palacetheatreyyc/,N/A,https://www.indieonthemove.com/venues/the-palace-theatre-calgary-alberta,https://www.indieonthemove.com/venues/the-palace-theatre-calgary-alberta,Alberta,2026-05-03T13:52:26
Calgary House Concerts,Calgary,AB,T2L 1M4,"3344 Boulton Road Northwest, Calgary, AB T2L 1M4",N/A,https://calgaryhouseconcerts.ca/,"House Shows, Music Venue","Acoustic, Singer-Songwriter",N/A,N/A,N/A,They host about one show a month typically on a Sunday.,Requires Premium,https://www.facebook.com/calgaryhouseconcerts/,N/A,Tremoloco,https://www.indieonthemove.com/venues/calgary-house-concerts-calgary-alberta,https://www.indieonthemove.com/venues/calgary-house-concerts-calgary-alberta,Alberta,2026-05-03T13:52:30
Edmonton Folk Music Festival,Edmonton,AB,T5K 2T3,"Edmonton, AB T5K 2T3",N/A,https://edmontonfolkfest.org/,Music Festival,"Bluegrass, Blues, Celtic, Folk, Gospel, Singer-Songwriter, World",N/A,N/A,N/A,"""Held every year in August in Edmonton, the EFMF is one of the leading folk festivals in the world.""",Requires Premium,https://www.facebook.com/EdmontonFolkMusicFestival,https://www.instagram.com/edmfolkfest/,N/A,https://www.indieonthemove.com/venues/edmonton-folk-music-festival-edmonton-alberta,https://www.indieonthemove.com/venues/edmonton-folk-music-festival-edmonton-alberta,Alberta,2026-05-03T13:52:35
Calgary Folk Festival,Calgary,AB,T2G 0W6,"1215 10 Avenue SE, Calgary, AB T2G 0W6",N/A,https://www.calgaryfolkfest.com/,Music Festival,"All Genres, Folk",N/A,N/A,N/A,"""A year-round, non-profit org. committed to bringing exceptional musical experiences to our community."" The festival takes place in late July.",Requires Premium,https://www.facebook.com/calgaryfolkfest/,https://www.instagram.com/calgaryfolkfest/,N/A,https://www.indieonthemove.com/venues/calgary-folk-festival-calgary-alberta,https://www.indieonthemove.com/venues/calgary-folk-festival-calgary-alberta,Alberta,2026-05-03T13:52:41
Country Thunder Music Festival,Calgary,AB,T2G 5E1,"750 9 Avenue SE, Calgary, AB T2G 5E1",(866) 388-0007,https://www.countrythunder.com/ab,Music Festival,Country,N/A,N/A,N/A,"""For over 23 years, Country Thunder Music Festival has brought fans the best artists Country Music has to offer!"" The festival takes place in mid August. Browse additional Country Thunder Music Festival locations.",Requires Premium,https://www.facebook.com/countrythunderalberta/,https://www.instagram.com/countrythunderab/,N/A,https://www.indieonthemove.com/venues/country-thunder-music-festival-calgary-alberta,https://www.indieonthemove.com/venues/country-thunder-music-festival-calgary-alberta,Alberta,2026-05-03T13:52:46
BuckingJam Palace,Calgary,AB,T2T 2Z7,"Calgary, AB T2T 2Z7",N/A,https://buckingjampalace.com/,"Music Venue, House Shows",Jazz,60,N/A,N/A,"""BuckingJam Palace is a house concert venue in the historic district of Mount Royal in Calgary, Alberta."" They host live music Friday-Sunday nights and occasionally on Thursday nights.",Requires Premium,https://www.facebook.com/buckingjampalace,https://www.instagram.com/buckingjampalace/,N/A,https://www.indieonthemove.com/venues/buckingjam-palace-calgary-alberta,https://www.indieonthemove.com/venues/buckingjam-palace-calgary-alberta,Alberta,2026-05-03T13:52:50
Newcastle Pub & Grill,Edmonton,AB,T6B 1E6,"8170 50 Street NW #145, Edmonton, AB T6B 1E6",N/A,https://www.newcastle-pub.com/,"Music Venue, Pub","Blues, Classic Rock, Pop, R&B, Soul, Top 40",200,N/A,N/A,"""Newcastle Pub is one of the top entertainment venues in Edmonton in addition to great food and service."" They host shows Friday-Sunday nights with Sundays being reserved for a regular performer.",Requires Premium,https://www.facebook.com/NewcastlePubandGrill/,https://www.instagram.com/newcastlepubgrill,N/A,https://www.indieonthemove.com/venues/newcastle-pub-grill-edmonton-alberta,https://www.indieonthemove.com/venues/newcastle-pub-grill-edmonton-alberta,Alberta,2026-05-03T13:52:55
The Polaris Theatre,Rocky View County,AB,T4A 0E2,"8 - 261051 Wagon Wheel View, Rocky View County, AB T4A 0E2",N/A,https://www.polariscentre.ca/,"Music Venue, Rental","A'cappella, Chamber, Classical",240,N/A,N/A,"""240-seat Live Theatre located in Balzac, AB. Large stage, recording studio, cocktail bar, and more."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/ThePolarisTheatre/,https://www.instagram.com/thepolaristheatre/,N/A,https://www.indieonthemove.com/venues/the-polaris-theatre-rocky-view-county-alberta,https://www.indieonthemove.com/venues/the-polaris-theatre-rocky-view-county-alberta,Alberta,2026-05-03T13:53:00
Commonwealth Bar & Stage,Calgary,AB,T2R 0B3,"731 10th Avenue SW, Calgary, AB T2R 0B3",N/A,https://commonwealthbar.ca/,"Music Venue, Bar, Rental",All Genres,450,18+,N/A,"""An early century railway shipping warehouse turned nightspot. Formerly used for commerce and industry, we've reclaimed for use as a nightclub & art space. This revelrous night destination features an on-site eatery called Native Tongues. Merry-making has begun."" Concerts can be held any night of the week though Friday and Saturday shows have a curfew in order to accommodate their regular club nights.",Requires Premium,https://www.facebook.com/CommonwealthBar/,https://www.instagram.com/commonwealthyyc/,SCRIPT; John Shambles; jigitz; The Listros; Willow Avalon; Meltt,https://www.indieonthemove.com/venues/commonwealth-bar-stage-calgary-alberta,https://www.indieonthemove.com/venues/commonwealth-bar-stage-calgary-alberta,Alberta,2026-05-03T13:53:04
The King's Head Eatery & Music Room,Calgary,AB,T2J 0P5,"9116 Macleod Trail South, Calgary, AB T2J 0P5",N/A,https://www.thekingshead.ca/,"Music Venue, Pub","Acoustic, Classic Rock, Country, Motown, Pop, Rock, Rockabilly, Singer-Songwriter, Top 40",N/A,18+,N/A,"""Home Of Calgarys Favorite Music Room."" They host live music Thursday-Saturday nights and on Sunday afternoons. Those under 18 are allowed inside earlier in the day.",Requires Premium,https://www.facebook.com/thekingsheadeaterymusicroom,https://www.instagram.com/thekingshead.ca/,FLATLINE PHOENIX; FLATLINE PHOENIX; FLATLINE PHOENIX,https://www.indieonthemove.com/venues/the-kings-head-eatery-music-room-calgary-alberta,https://www.indieonthemove.com/venues/the-kings-head-eatery-music-room-calgary-alberta,Alberta,2026-05-03T13:53:10
King Eddy,Calgary,AB,T2G 0R9,"438 9 Avenue SE, Calgary, AB T2G 0R9",N/A,https://kingeddy.ca/,"Music Venue, Bar, Rental",All Genres,158,18+,N/A,"""Established in 1905, the King Eddy has been a cornerstone of music, community, and culture for over a century in Calgary. The King Eddy was restored much like an artifact after being condemned in 2004, and today is building on its storied musical legacy."" Concerts are held Thursday - Saturday nights.",Requires Premium,https://www.facebook.com/KingEddyYYC,https://www.instagram.com/kingeddyyyc/,CELIN; Antonio Larosa; Emmett Jerome; Void Souls; BUNS the band; Felix Riebl; Ollie McGill; Sydney Mae Music; CELIN; Ryan Davidson Guitar,https://www.indieonthemove.com/venues/king-eddy-calgary-alberta,https://www.indieonthemove.com/venues/king-eddy-calgary-alberta,Alberta,2026-05-03T13:53:15
Langdon Firehouse Bar & Grill,Langdon,AB,T0J 1X1,"716 Centre Street North, Langdon, AB T0J 1X1",N/A,https://www.langdonfirehouse.com/,Music Venue,All Genres,N/A,18+,N/A,"""The Langdon Firehouse opened its doors in September 2017, and quickly gained a reputation throughout town for great service & exceptional food!"" Concerts are held on Friday and Saturday nights, sometimes Thursday nights, with an open jam on Sundays.",Requires Premium,https://www.facebook.com/langdonfirehouse/,https://www.instagram.com/langdonfirehouse/,Matt Blais; FLATLINE PHOENIX,https://www.indieonthemove.com/venues/langdon-firehouse-bar-grill-langdon-alberta,https://www.indieonthemove.com/venues/langdon-firehouse-bar-grill-langdon-alberta,Alberta,2026-05-03T13:53:20
The Arden Theatre,St. Albert,AB,T8N 3Z9,"5 St. Anne Street, St. Albert, AB T8N 3Z9",N/A,https://stalbert.ca/exp/arden/,Music Venue,All Genres,497,N/A,N/A,"""Located in beautiful downtown St. Albert, The Arden Theatre continues to be a destination for world."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/ardentheatre/,https://www.instagram.com/theardentheatre/,Ryan Davidson Guitar; Andrew Martin; The East Pointers,https://www.indieonthemove.com/venues/the-arden-theatre-st-albert-alberta,https://www.indieonthemove.com/venues/the-arden-theatre-st-albert-alberta,Alberta,2026-05-03T13:53:25
Yardbird Suite,Edmonton,AB,T6E 2M2,"11 Tommy Banks Way, Edmonton, AB T6E 2M2",N/A,https://yardbirdsuite.com/,"Music Venue, Night Club, Bar, Jazz & Blues",Jazz,125,18+,N/A,"""Founded in 1957 and supported by volunteers the Yardbird Suite is the only facility of its kind in Canada. Every weekend between the middle of September and the end of June a unique and innovative jazz experience unfolds in the Yardbird’s casual and intimate atmosphere.  In addition to averaging 75 concerts a season the Yardbird currently hosts weekly Tuesday night jam sessions, sponsors the Littlebirds Big Band, presents Jazz For Kids events, and hosts the Yardbird Festival of Canadian Jazz. All while providing rehearsal space for some of Edmonton’s top musicians."" They host shows on Friday and Saturday nights and a jam session on Tuesday nights.",Requires Premium,https://www.facebook.com/YardbirdSuite/,https://www.instagram.com/yardbirdsuiteyeg/,Felix Riebl; Ollie McGill; Igor Willcox; Maq; Djabe; Jean-Michel Pilc Trio; ADHD; Michael Charles,https://www.indieonthemove.com/venues/yardbird-suite-edmonton-alberta,https://www.indieonthemove.com/venues/yardbird-suite-edmonton-alberta,Alberta,2026-05-03T13:53:30
The Carrot,Edmonton,AB,T5G 0N3,"9351 118 Avenue, Edmonton, AB T5G 0N3",N/A,https://www.thecarrot.ca/,"Music Venue, Restaurant, Cafe, Open Mic",All Genres,60,N/A,N/A,"""Volunteer-powered, not-for-profit coffeehouse. Features works of local artists and musicians, fair trade coffee, and delicious eats."" They host shows on Friday nights and open mic on Saturday nights.",Requires Premium,https://www.facebook.com/TheCarrotCoffeehouse,https://www.instagram.com/thecarrotcoffeehouse/,Loud in the Pines; Rick St. Clair,https://www.indieonthemove.com/venues/the-carrot-edmonton-alberta,https://www.indieonthemove.com/venues/the-carrot-edmonton-alberta,Alberta,2026-05-03T13:53:35
The Palomino Smokehouse,Calgary,AB,T2P 0W5,"109 7th Avenue SW, Calgary, AB T2P 0W5",N/A,https://thepalomino.ca/,"Music Venue, Restaurant","Alternative, Country, Folk, Rock",108,18+,N/A,"""Live Music and Calgary's Best BBQ!"" Most shows take place on Friday and Saturday nights, but they are flexible.",Requires Premium,https://www.facebook.com/ThePalominoSmokehouseAndSocialClub,https://www.instagram.com/palominosmokehouse/,Arkells; The Vidos; Sam Singer; Bob Log III; The Sour Patch Men; MIDNITE HELLION; The Inspector Cluzo,https://www.indieonthemove.com/venues/the-palomino-smokehouse-calgary-alberta,https://www.indieonthemove.com/venues/the-palomino-smokehouse-calgary-alberta,Alberta,2026-05-03T13:53:40
Modern Love,Calgary,AB,T2R 0E1,"613 11 Avenue SW, Calgary, AB T2R 0E1",N/A,N/A,"Music Venue, Pub",All Genres,N/A,18+,N/A,"Formerly Broken City. ""Calgary's newest vegan dance bar. Oh, and bands! Lots of bands."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/modernloveyyc/,https://www.instagram.com/modernloveyyc/,Chuck Ragan; DJ C-SIK; DJ C-SIK; DJ C-SIK; Good Riddance; Ignite; Lou Barlow; Northcote; Lauren Dillen,https://www.indieonthemove.com/venues/modern-love-calgary-alberta,https://www.indieonthemove.com/venues/modern-love-calgary-alberta,Alberta,2026-05-03T13:53:46
Blackjacks Roadhouse,Nisku,AB,T9E 8A2,"2110 Sparrow Drive, Nisku, AB T9E 8A2",N/A,https://blackjacksroadhouse.com/,"Music Venue, Bar, Restaurant",All Genres,N/A,18+,N/A,"""Blackjacks Roadhouse & Games Room is locally owned & operated in Nisku, Alberta Canada."" They host live music on Tuesday nights during the summer months for Bike Night.",Requires Premium,https://www.facebook.com/BlackjacksRoadhouse,https://www.instagram.com/blackjacksroadhouse/,The Give 'em Hell Boys; The Give 'em Hell Boys; Bonfire Moon; The Give 'em Hell Boys; Bonfire Moon; Bonfire Moon,https://www.indieonthemove.com/venues/blackjacks-roadhouse-nisku-alberta,https://www.indieonthemove.com/venues/blackjacks-roadhouse-nisku-alberta,Alberta,2026-05-03T13:53:52
Lady of the Lake Cafe and Pub,Brandon,MB,R7A 1G6,"135 17th Street North, Brandon, MB R7A 1G6",N/A,https://www.ladyofthelake.ca/,"Music Venue, Cafe, Store, Pub","Acoustic, Americana, Folk, Folk Rock, Singer-Songwriter, Soft Rock",150,N/A,5.00,Live music is held on Friday nights.,Requires Premium,https://www.facebook.com/ladyofthelakebrandon/,https://www.instagram.com/ladyofthelakebrandon/,N/A,https://www.indieonthemove.com/venues/lady-of-the-lake-cafe-and-pub-brandon-manitoba,https://www.indieonthemove.com/venues/lady-of-the-lake-cafe-and-pub-brandon-manitoba,Manitoba,2026-05-03T13:54:08
Park Theatre,Winnipeg,MB,R3L 2B9,"698 Osborne Street, Winnipeg, MB R3L 2B9",N/A,https://myparktheatre.com/,Music Venue,All Genres,550,N/A,N/A,"""Winnipeg’s premier live event venue. With over 300 events a year spanning music, comedy, theatre, and film."" Live music and events can be held any night of the week. Age requirement can vary.",Requires Premium,https://www.facebook.com/ParKTheatreCafe,https://www.instagram.com/parktheatre/,Black Flag; Crowbar; Cancer Bats; Art of Attrition; Gatecreeper; Spectral Wound; John Shambles; Mark Reeves; Bobby Bazini; Apollo Suns,https://www.indieonthemove.com/venues/park-theatre-winnipeg-manitoba,https://www.indieonthemove.com/venues/park-theatre-winnipeg-manitoba,Manitoba,2026-05-03T13:54:13
West End Cultural Centre,Winnipeg,MB,R3B 1Z8,"586 Ellice Avenue, Winnipeg, MB R3B 1Z8",N/A,https://www.wecc.ca/,"Music Venue, Rental",All Genres,380,N/A,N/A,"""Primarily a music venue, the WECC is a non-profit, charitable organization that promotes local, national, and international artists by fostering artistic development. We present, enable and encourage live music and artistic expression and provide a meeting place for artists and the community. Many musicians have walked through our doors on their way to stardom. Performers appreciate the intimate nature and superb sound of the theatre, as well as the dedicated audience and devoted volunteers. A few of the performers to play the WECC have been: Ron Sexsmith, Bruce Cockburn, Neko Case, NoMeansNo, The Weakerthans, Feist, Austra, T-Model Ford, Shane Koyczan, Martha Wainright, Zucchero, Sarah Harmer, Danny Michel, Martin Sexton, Daniel Champagne, Gordon Lightfoot, Tanya Tagaq, Leif Vollebekk, Victoria Williams, Lyle Lovett, and John K Samson."" Live music and events can be held any night of the week.",Requires Premium,https://www.facebook.com/WestEndCulturalCentre/,https://www.instagram.com/thewecc/,Daniel Champagne; Felix Riebl; Ollie McGill; Carsie Blanton; Josh Thomas,https://www.indieonthemove.com/venues/west-end-cultural-centre-winnipeg-manitoba,https://www.indieonthemove.com/venues/west-end-cultural-centre-winnipeg-manitoba,Manitoba,2026-05-03T13:54:17
The Pyramid Cabaret,Winnipeg,MB,R3C 1C9,"176 Fort Street, Winnipeg, MB R3C 1C9",N/A,https://pyramidcabaret.com/,"Music Venue, Rental",All Genres,400,18+,N/A,"""A great venue to watch a band, dance, sit on the patio, laugh to comedy and have a good time."" Concerts can be held any night of the week.",Requires Premium,https://www.facebook.com/ThePyramidCabaret,https://www.instagram.com/pyramidcabaret/,Reverend Horton Heat; The Surfrajettes,https://www.indieonthemove.com/venues/the-pyramid-cabaret-winnipeg-manitoba,https://www.indieonthemove.com/venues/the-pyramid-cabaret-winnipeg-manitoba,Manitoba,2026-05-03T13:54:21
Shannon's Irish Pub,Winnipeg,MB,R3C 3H9,"175 Carlton Street, Winnipeg, MB R3C 3H9",N/A,https://shannonsirishpub.ca/,"Music Venue, Restaurant, Pub, Open Mic",All Genres,N/A,19+,N/A,"""Located under the streets of Downtown Winnipeg, Shannon’s Irish Pub is Winnipeg’s best kept secret...We offer home style food, 21 beers on tap, V.Q.A wines, local craft beers, fine scotch and Irish whisky. Live Entertainment on the Jameson stage every night of the week. Karaoke on Tuesdays, Thursdays and Saturdays, Open mic on Wednesdays, local musicians Fridays and Celtic jam session Saturday afternoons...Family friendly until 9:00 p.m.""",Requires Premium,https://www.facebook.com/shannonsirishpub/,https://www.instagram.com/shannonsirishpub/,N/A,https://www.indieonthemove.com/venues/shannons-irish-pub-winnipeg-manitoba,https://www.indieonthemove.com/venues/shannons-irish-pub-winnipeg-manitoba,Manitoba,2026-05-03T13:54:27
Times Change(d) High and Lonesome Club,Winnipeg,MB,R3C 1A8,"234 Main Street, Winnipeg, MB R3C 1A8",N/A,https://highandlonesomeclub.ca/,"Music Venue, Night Club","Blues, Country, Rock, Roots Music",N/A,18+,N/A,"""Winnipeg's favourite little honky tonk is proud to present the finest in roots and blues music."" Most shows take place Thursday-Saturday nights with an open jam on Sundays.",Requires Premium,https://www.facebook.com/timeschangedwpg/,https://www.instagram.com/timeschangedwpg/,Zachary Lucky; Bob Log III; Supalung; Lil' Ed & The Blues Imperials; Lil' Ed & The Blues Imperials,https://www.indieonthemove.com/venues/times-changed-high-and-lonesome-club-winnipeg-manitoba,https://www.indieonthemove.com/venues/times-changed-high-and-lonesome-club-winnipeg-manitoba,Manitoba,2026-05-03T13:55:02
King's Head,Winnipeg,MB,R3B 1H9,"120 King Street, Winnipeg, MB R3B 1H9",N/A,https://www.kingshead.ca/,"Music Venue, Pub",All Genres,400,18+,N/A,"""Located in the heart of Winnipeg's historic Exchange District, the King's Head Pub has been a Winnipeg institution for three decades. The King's Head Pub offers a fantastic selection of food. From traditional pub fare, to authentic and delicious curry dishes that are made from unchanged family recipes. We also have one of the largest draft selections in the city, over 30 beers and lagers to be exact. Come try the best of Winnipeg's craft breweries, or satisfy that craving with an international favourite. The choice is yours. In addition to crushing the food and beverage game, the King's Head Pub is also one of the premiere event locations in Winnipeg. Featuring a stage on the second floor with a full service bar, and a lower floor open for reservations that has been dubbed ""The Duchess"", the King's Head Pub can handle anything. Whether it's live music from different bands every weekend, live theatre acts during Fringe Festival, or weddings and socials featuring full service catering and entertainment, we got you covered."" Concerts are held Thursday - Saturday nights.",Requires Premium,https://www.facebook.com/kingsheadwpg/,N/A,N/A,https://www.indieonthemove.com/venues/kings-head-winnipeg-manitoba,https://www.indieonthemove.com/venues/kings-head-winnipeg-manitoba,Manitoba,2026-05-03T13:55:07
Bulldog Event Center,Winnipeg,MB,R2W 3T8,"1364 Main Street, Winnipeg, MB R2W 3T8",N/A,N/A,Music Venue,All Genres,400,N/A,N/A,"""Bulldog Event Centre, all in one social and event centre."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/Bulldogeventcenter,https://www.instagram.com/bulldogsonmain/,N/A,https://www.indieonthemove.com/venues/bulldog-event-center-winnipeg-manitoba,https://www.indieonthemove.com/venues/bulldog-event-center-winnipeg-manitoba,Manitoba,2026-05-03T13:55:12
The Handsome Daughter,Winnipeg,MB,R3C 2B3,"61 Sherbrook Street, Winnipeg, MB R3C 2B3",N/A,N/A,"Music Venue, Pub, Comedy Club",All Genres,110,18+,N/A,"""The Handsome Daughter is a live music venue and bar in West Broadway."" While most shows take place Wednesday - Saturday nights, any night of the week is possible.",Requires Premium,https://www.facebook.com/thehandsomedaughter/,https://www.instagram.com/thehandsomedaughter/,ka lok; Tyson Ray Borsboom; Pony Gold; Doug McArthur; Prisoner; Lewd Antics; Northcote; Lauren Dillen,https://www.indieonthemove.com/venues/the-handsome-daughter-winnipeg-manitoba,https://www.indieonthemove.com/venues/the-handsome-daughter-winnipeg-manitoba,Manitoba,2026-05-03T13:55:17
Royal George Hotel,Winnipeg,MB,R2C 1R1,"123 Regent Avenue West, Winnipeg, MB R2C 1R1",N/A,https://www.royalgeorgehotel.ca/,Music Venue,"Acoustic, Blues, Classic Rock, Country, Dance, Folk, Rock, Singer-Songwriter, Top 40",240,18+,N/A,"""The Royal George has come a long way in being recognized as a top Venue in the Winnipeg music scene. A warm and comforting environment with a large variety of music history and memorabilia displayed throughout the venue, giving it a museum like experience that adds to the live music experience."" They host live music 6 nights a week, Tuesday-Sunday, with Wednesdays being reserved for an open jam. Tuesday and Thursday shows are put on hold during the summer months.",Requires Premium,https://www.facebook.com/theroyalgeorgehotel,https://instagram.com/theroyalgeorge/,N/A,https://www.indieonthemove.com/venues/royal-george-hotel-winnipeg-manitoba,https://www.indieonthemove.com/venues/royal-george-hotel-winnipeg-manitoba,Manitoba,2026-05-03T13:55:22
2037 Gottingen,Halifax,NS,B3K 3B1,"2037 Gottingen Street, Halifax, NS B3K 3B1",N/A,https://2037gottingen.ca/,"Music Venue, Bar, Night Club",All Genres,750,19+,1.00,"""Halifax's long-standing multi-room live music and party complex"" Most shows take place on Friday and Saturday nights. Performances are held in The Marquee Ballroom, The Seahorse Tavern, and The Local Restaurant & Bar.",Requires Premium,https://www.facebook.com/2037gottingen/,https://www.instagram.com/2037gottingen/,N/A,https://www.indieonthemove.com/venues/2037-gottingen-halifax-nova-scotia,https://www.indieonthemove.com/venues/2037-gottingen-halifax-nova-scotia,Nova Scotia,2026-05-03T13:56:12
High Tides Arts & Community Centre,Maitland,NS,B0N 1T0,"11 Church Hill, Maitland, NS B0N 1T0",N/A,https://hightidescentre.org/,"Rental, Music Venue",All Genres,N/A,N/A,N/A,"""High Tides Arts and Community Centre lies in the heart of the Maitland Heritage Conservancy District. The Centre consists of two buildings, the former St. David's United Church and Hall. The former church is now our Theatre. High Tides is owned and operated by The CHArt Society (Culture, Heritage & Art), a registered Canadian charity."" Shows can be held any night of the week, but are infrequent.",Requires Premium,https://www.facebook.com/HIGHTIDESCENTRE/,N/A,N/A,https://www.indieonthemove.com/venues/high-tides-arts-community-centre-maitland-nova-scotia,https://www.indieonthemove.com/venues/high-tides-arts-community-centre-maitland-nova-scotia,Nova Scotia,2026-05-03T13:56:18
The Old Triangle Irish Alehouse,Halifax,NS,B3J 1L4,"5136 Prince Street, Halifax, NS B3J 1L4",N/A,https://oldtriangle.com/welcome/,"Restaurant, Music Venue, Pub","Acoustic, Celtic, Classic Rock, Folk, Folk Rock, Irish, Jazz, Rock, Singer-Songwriter, Soul, Traditional",N/A,19+,N/A,"""The Celtic Heart of downtown Halifax, since 2000. Great food, brilliant service, and live music."" Shows are held 7 nights a week with Mondays being reserved for a regular performer. Browse additional Old Triangle Irish Alehouse locations.",Requires Premium,https://www.facebook.com/OldTriangleHFX/,https://www.instagram.com/OldTriangleHFX,George Street Music; George Street Music; George Street Music; George Street Music,https://www.indieonthemove.com/venues/the-old-triangle-irish-alehouse-halifax-nova-scotia,https://www.indieonthemove.com/venues/the-old-triangle-irish-alehouse-halifax-nova-scotia,Nova Scotia,2026-05-03T13:56:23
Bella Rose Arts Centre,Halifax,NS,B3S 1R1,"283 Thomas Raddall Drive, Halifax, NS B3S 1R1",N/A,https://bellaroseartscentre.com/,"Music Venue, Rental",All Genres,600,N/A,N/A,"""Located at 283 Thomas Raddall Drive in Halifax, Nova Scotia, the Bella Rose Arts Centre is a 600-seat professional performance venue designed for the performing arts."" Shows can be held any night of the week. Age requirement can vary.",Requires Premium,https://www.facebook.com/bellaroseartscentre/,https://www.instagram.com/bellaroseartscentre,N/A,https://www.indieonthemove.com/venues/bella-rose-arts-centre-halifax-nova-scotia,https://www.indieonthemove.com/venues/bella-rose-arts-centre-halifax-nova-scotia,Nova Scotia,2026-05-03T13:56:28
Pacifico,Halifax,NS,B3J 1M6,"5171 George Street, Halifax, NS B3J 1M6",N/A,N/A,"Bar, Music Venue","Blues, Classic Rock, DJ, Dance, Disco, Funk, Jazz, Motown, Pop, Rock, Soul",450,19+,N/A,"""Pacifico is a multifaceted venue that's one part sports bar, music venue and restaurant."" They host live music and DJs on Friday and Saturday nights.",Requires Premium,https://www.facebook.com/PacificoBar,https://www.instagram.com/pacificohalifax/,N/A,https://www.indieonthemove.com/venues/pacifico-halifax-nova-scotia,https://www.indieonthemove.com/venues/pacifico-halifax-nova-scotia,Nova Scotia,2026-05-03T13:56:33
Lunenburg Opera House,Lunenburg,NS,B4N 1R6,"290 Lincoln Street, Lunenburg, NS B4N 1R6",N/A,https://www.folkharbour.com/lunenburg-opera-house/,"Music Venue, Rental","Acoustic, Alt Country, Americana, Bluegrass, Blues, Celtic, Folk, Gospel, Singer-Songwriter, Traditional",300,N/A,N/A,"""The Lunenburg Opera House is operated by the Lunenburg Folk Harbour Society. Which is a non-profit, volunteer-based organization. They are focused on preserving and celebrating the tradition of folk music through educational programs, youth scholarships and showcasing world-class musicians from across Canada, United States and beyond."" They host various concerts series through the year. In the Spring and Fall, they host a series called, ""Weekends at the Opera House,"" which features singer-songwriters. Shows fall on Fridays and Saturdays. During the Summer (June - September), they host an outdoor series called, ""Saturdays in the Park,"" which takes place once a week on Saturdays. Lastly, they host an annual festival called, ""Lunenburg Folk Harbour Festival!"" Featuring artists representing traditional and contemporary folk music, the festival takes place early August and lasts 3 days.",Requires Premium,https://www.facebook.com/LunenburgFolkHarbourSociety/,N/A,Mo Kenney; Sophie Noel; Pretty Archie; Roxy & The Underground Soul Sound; The Janzen Boys; Jen Chapin,https://www.indieonthemove.com/venues/lunenburg-opera-house-lunenburg-nova-scotia,https://www.indieonthemove.com/venues/lunenburg-opera-house-lunenburg-nova-scotia,Nova Scotia,2026-05-03T13:56:37
Beaver Bank Station,Beaver Bank,NS,B4G 0A7,"991 Windgate Drive, Beaver Bank, NS B4G 0A7",N/A,https://www.beaverbankstation.com/,"Pub, Music Venue","Acoustic, Singer-Songwriter",N/A,N/A,N/A,"""A full service Bar & Grill featuring a new and improved menu, daily specials and live entertainment!"" Shows are held on Friday and Saturday nights.",Requires Premium,https://www.facebook.com/beaverbankstation/,https://www.instagram.com/thebbstation/,N/A,https://www.indieonthemove.com/venues/beaver-bank-station-beaver-bank-nova-scotia,https://www.indieonthemove.com/venues/beaver-bank-station-beaver-bank-nova-scotia,Nova Scotia,2026-05-03T13:56:42
The Loose Cannon,Halifax,NS,B3J 2B3,"1566 Argyle Street, Halifax, NS B3J 2B3",N/A,https://theloosecannon.ca/home,"Pub, Music Venue",All Genres,100,19+,N/A,"""Located at 1566 Argyle Street in the center of Halifax's Entertainment District. Come and experience a true neighbourhood pub in the heart of the city. Featuring a range of Scottish Dishes and a wide selection of local and imported beer, whiskey and single malt Scotch ( Of Course ! )."" They host open mic on Tuesday nights, local bands on Thursday and Saturday nights, and a regular performer on Friday nights.",Requires Premium,N/A,https://www.instagram.com/theloose.cannon/,N/A,https://www.indieonthemove.com/venues/the-loose-cannon-halifax-nova-scotia,https://www.indieonthemove.com/venues/the-loose-cannon-halifax-nova-scotia,Nova Scotia,2026-05-03T13:56:47
