Name,City,State/Province,Zip_Code,Address,Phone,Website,Categories,Genres,Capacity,Age_Restriction,Rating,Description,Booking_Info,Facebook,Instagram,Upcoming_Events,Profile_URL,Normalized_Profile_URL,Source_Province_Search,Scraped_At,venue_type,lat,lon,Raw_Building_Area_SqFt,Building_Area_SqFt,Multi_Tenant_Flag,heuristic_capacity,Estimated_Capacity,Estimated_Capacity_Low,Estimated_Capacity_High,Estimation_Method,Confidence
Naked Cafe,Edmonton,AB,T5J 1L7,"10303 108 Street NW, Edmonton, AB T5J 1L7",,https://www.naked.cafe/,"Music Venue, Cafe, Open Mic","All Genres, Acoustic, Folk, Indie, Jazz, Pop, Singer-Songwriter",,,,"""Live music, regular performances, great coffee, wifi, computers, board games, grilled sandwiches, dessert, pastries, and Open Stage Thursdays. (closed between 5pm and 7pm)."" Shows are held Friday - Sunday nights.",Requires Premium,https://www.facebook.com/NCyberCafe,,,https://www.indieonthemove.com/venues/naked-cafe-edmonton-alberta,https://www.indieonthemove.com/venues/naked-cafe-edmonton-alberta,Alberta,2026-05-03T13:51:03,restaurant,,,,,False,,90.0,35.0,225.0,province_type_median,low
The Hideout,Red Deer,AB,T4E 0A5,"411 Lantern Street, Red Deer, AB T4E 0A5",,https://the-hideout.com/,"Music Venue, Cafe, Restaurant",All Genres,,,,"""Restaurant & Bar with great food, and great music!"" Shows are held on Friday and Saturday nights, but summertime performances are limited.",Requires Premium,https://www.facebook.com/TheHideoutRedDeer/,https://www.instagram.com/thehideout_rd/,,https://www.indieonthemove.com/venues/the-hideout-red-deer-alberta,https://www.indieonthemove.com/venues/the-hideout-red-deer-alberta,Alberta,2026-05-03T13:51:09,bar,,,,,False,,180.0,70.0,450.0,province_type_median,low
The Vat Pub,Red Deer,AB,T4N 1C8,"5301 43 Street, Red Deer, AB T4N 1C8",,,"Music Venue, Pub",All Genres,,18+,,"""Like Nothing Else Around!! The Vat Pub! Red Deer's #1 Place For Live Music for 18 Years!!"" Live music is held Wednesday (Singer-Songwriter night), Friday, Saturday, and Sunday (open jam) nights.",Requires Premium,https://www.facebook.com/thevatpub/,,BUNS the band; Hombre; Owls & Eagles; Prisoner; Lewd Antics; Nokturna; Mindflip; Nick Stone,https://www.indieonthemove.com/venues/the-vat-pub-red-deer-alberta,https://www.indieonthemove.com/venues/the-vat-pub-red-deer-alberta,Alberta,2026-05-03T13:51:14,bar,,,,,False,,180.0,70.0,450.0,province_type_median,low
The Slice,Lethbridge,AB,T1J 2J6,"314 8th Street South, Lethbridge, AB T1J 2J6",,https://www.theslice.ca/,"Music Venue, Restaurant, Pub","Acoustic, Alternative, Americana, Blues, Country, Folk, Indie, Pop, Rock, Singer-Songwriter",100.0,18+,,"""For over 10 years The Slice has been the hub of live music and great pizza for the city of Lethbridge."" Live music is held Tuesday-Saturday nights.",Requires Premium,https://www.facebook.com/TheSliceLethbridge/,https://www.instagram.com/the.slice.bar/,Brass Camel; BUNS the band; Rainbow Patrol; The Vidos; Pranatricks; Stonegate Music; Sam Singer; Education Party; Nick Stone; Bryan Bielanski,https://www.indieonthemove.com/venues/the-slice-lethbridge-alberta,https://www.indieonthemove.com/venues/the-slice-lethbridge-alberta,Alberta,2026-05-03T13:51:18,bar,,,,,False,,100.0,100.0,100.0,known,known
LB's Pub,St. Albert,AB,T8N 3B3,"23 Akins Drive, #111, St. Albert, AB T8N 3B3",,https://lbspub.com/,"Music Venue, Bar",All Genres,,18+,,"""Known as St.Alberts best bar and local live music venue. Best wings in town!"" Live music can be held any night of the week.",Requires Premium,https://www.facebook.com/lbspublivemusic,https://www.instagram.com/Lbspub,,https://www.indieonthemove.com/venues/lbs-pub-st-albert-alberta,https://www.indieonthemove.com/venues/lbs-pub-st-albert-alberta,Alberta,2026-05-03T13:51:23,bar,,,,,False,,180.0,70.0,450.0,province_type_median,low
On the Rocks,Edmonton,AB,T5K 0N3,"11740 Jasper Avenue NW, Edmonton, AB T5K 0N3",,https://ontherocksedmonton.com/,"Music Venue, Bar",All Genres,,18+,,"""Edmonton’s premium live music & party venue, On The Rocks has one of the best live music stages in Edmonton. Rock out every weekend with Edmonton’s best cover bands, find your new favourite band on Showcase Sundays. All this alongside amazing food and drink specials every day.""",Requires Premium,https://www.facebook.com/OnTheRocksEdmonton,https://www.instagram.com/ontherocksedm/,The Vidos; Robyn Ashley; Bonfire Moon; Kiveli; Bonfire Moon,https://www.indieonthemove.com/venues/on-the-rocks-edmonton-alberta,https://www.indieonthemove.com/venues/on-the-rocks-edmonton-alberta,Alberta,2026-05-03T13:51:26,bar,,,,,False,,180.0,70.0,450.0,province_type_median,low
Caffrey's,Sherwood Park,AB,T8B 1M1,"1-99 Wye Road, Sherwood Park, AB T8B 1M1",,https://caffreys.ca/,"Music Venue, Bar, Restaurant",All Genres,,18+,,"""Sports Bar, full Menu, pool tables, darts, golf machine, awesome food, staff and customers!!"" Live music is held sporadically on Friday and Saturday nights.",Requires Premium,https://www.facebook.com/caffreyspark,,,https://www.indieonthemove.com/venues/caffreys-sherwood-park-alberta,https://www.indieonthemove.com/venues/caffreys-sherwood-park-alberta,Alberta,2026-05-03T13:51:31,bar,,,,,False,,180.0,70.0,450.0,province_type_median,low
Blues on Whyte,Edmonton,AB,T6E 1Z9,"10329 82 Avenue NW, Edmonton, AB T6E 1Z9",,https://bluesonwhyte.com/,"Music Venue, Night Club, Bar","Blues, Funk, Rock, Soul",,18+,,"""Blues is the home for the best live music, seven days a week. We sit outside the norm of Whyte Avenue, and support local and international talent! Come and get crazy with us, and be prepared to dance the night away.""",Requires Premium,https://www.facebook.com/bluesonwhyte,https://www.instagram.com/bluesonwhyte1912/,Fn'A; The Give 'em Hell Boys; Brass Camel; Daring Greatly; Kiveli,https://www.indieonthemove.com/venues/blues-on-whyte-edmonton-alberta,https://www.indieonthemove.com/venues/blues-on-whyte-edmonton-alberta,Alberta,2026-05-03T13:51:36,club,,,,,False,,270.0,110.0,680.0,province_type_median,low
The Starlite Room,Edmonton,AB,T5J 0V6,"10030 102 Street NW, Edmonton, AB T5J 0V6",,https://starliteroom.ca/,Music Venue,All Genres,550.0,18+,,"""The Starlite Room is a live entertainment venue founded in 2004 and follows the rich musical history begun by previous incarnations such as the Bronx, the Rev and Lush. The Starlite Room is a private venue which operates for its members and their guests and is open to all genres and walks of life."" Concerts can be held any night of the week.",Requires Premium,https://www.facebook.com/starliteyeg,https://www.instagram.com/starliteroom/,Black Flag; Gabriel Rutledge; Blue Moon Marquee; Crowbar; Crowbar; Gatecreeper; Spectral Wound; Arkells; The Grapes of Wrath; Dopethrone,https://www.indieonthemove.com/venues/the-starlite-room-edmonton-alberta,https://www.indieonthemove.com/venues/the-starlite-room-edmonton-alberta,Alberta,2026-05-03T13:51:41,theatre,,,,,False,,550.0,550.0,550.0,known,known
Vic Juba Community Theatre,Lloydminster,AB,T9V 3N7,"2602 59 Avenue, Lloydminster, AB T9V 3N7",,https://www.vicjubatheatre.ca/,"Music Venue, Rental",All Genres,550.0,,,"""Vic Juba Community Theatre is a 550-seat performing arts venue located in the border city of Lloydminster, Alberta/Saskatchewan. At our venue you can see concerts, dance festivals, the symphony, theatrical productions, conventions, lectures, graduation ceremonies, corporate functions, receptions, and product launches. Each year we work over 175 event days for rental clients who include concert promoters, local businesses, and local non-profit organizations."" Concerts can be held any night of the week.",Requires Premium,https://www.facebook.com/VicJubaTheatre,https://www.instagram.com/vicjubatheatre/,Bellamy Brothers Band; Jake Vaadeland & The Sturgeon River Boys; Stampeders,https://www.indieonthemove.com/venues/vic-juba-community-theatre-lloydminster-alberta,https://www.indieonthemove.com/venues/vic-juba-community-theatre-lloydminster-alberta,Alberta,2026-05-03T13:51:45,club,,,,,False,,550.0,550.0,550.0,known,known
Cafe Haven,Sherwood Park,AB,T8A 4C7,"9 Sioux Road, Sherwood Park, AB T8A 4C7",,https://www.cafehaven.ca/,"Music Venue, Cafe","Acoustic, Folk, Folk Rock, Instrumental, Roots Music, Singer-Songwriter, Soft Rock",,,,"""With its design and a décor of moods from the old and quirky! There’s a magical harmony of fantastic real home-made plates with realistic prices, and yet a casualness that makes it all to comforting, it’s always busy but hidden in a corner and it can still be intimate with well spaced tables and people engaged in their own thing."" Live music is held on Thursday and Friday evenings.",Requires Premium,https://www.facebook.com/cafehavensp/,https://www.instagram.com/cafehaven_sp/,,https://www.indieonthemove.com/venues/cafe-haven-sherwood-park-alberta,https://www.indieonthemove.com/venues/cafe-haven-sherwood-park-alberta,Alberta,2026-05-03T13:51:49,restaurant,,,,,False,,90.0,35.0,225.0,province_type_median,low
Black Dog Freehouse,Edmonton,AB,T6E 2A1,"10425 Whyte Avenue NW, Edmonton, AB T6E 2A1",,https://blackdog.ca/,"Music Venue, Bar, Pub",All Genres,100.0,18+,,"""The Black Dog Freehouse has provided a unique niche in the area of Old Strathcona and the City of Edmonton since 1992 by providing an atmosphere unseen elsewhere. Since its inception, the Black Dog has maintained an equilibrium between its cutting edge promotions and its traditional roots. It has always been a haven for all walks of society regardless of stature. It is a place where young and old, suits and shorts can relax and enjoy themselves free from the stigmas attached to most bars."" Live music is held on Saturday afternoons 4-6 pm.",Requires Premium,https://www.facebook.com/blackdogfreehouse/,https://www.instagram.com/blackdogonwhyte/,The Sour Patch Men; Ben Sures; marten borch; Daisy Blue Groff; Flowshine,https://www.indieonthemove.com/venues/black-dog-freehouse-edmonton-alberta,https://www.indieonthemove.com/venues/black-dog-freehouse-edmonton-alberta,Alberta,2026-05-03T13:51:55,bar,,,,,False,,100.0,100.0,100.0,known,known
Rendezvous Pub,Edmonton,AB,T5P 1L1,"10108 149 Street NW, Edmonton, AB T5P 1L1",,,"Music Venue, Night Club, Bar, Pub","Alternative, Hard Rock, Indie, Metal, Rock",149.0,18+,,"""Neighbourhood pub with veristilty. Pool tables, dart boards, golden tee, vlts. Live music every weekend and karaoke every Wednesday and Thursday. Food available and local beer on tap."" Shows are held on Friday and Saturday nights starting at 8 PM.",Requires Premium,https://www.facebook.com/rendezvous.pub,,Forsaken Rite; The Unending; Antwan White; Bryan Bielanski,https://www.indieonthemove.com/venues/rendezvous-pub-edmonton-alberta,https://www.indieonthemove.com/venues/rendezvous-pub-edmonton-alberta,Alberta,2026-05-03T13:51:59,club,,,,,False,,149.0,149.0,149.0,known,known
Big Al's Bar and Grill,Calgary,AB,T2B 0S8,"1915-31 Street SE, Calgary, AB T2B 0S8",,https://www.bigalsbargrill.ca/,"Music Venue, Bar, Restaurant",All Genres,,18+,,"""Big Al's is a multi purpose neighborhood pub with great food and live entertainment Thursday to Saturday. 23 VLT's, 13 HD LCD TV's, and 2 pool tables."" They host open jams on Thursday nights and Saturday afternoons and shows on Friday and Saturday nights.",Requires Premium,https://www.facebook.com/BigAlsBarAndGrillCalgary/,,,https://www.indieonthemove.com/venues/big-als-bar-and-grill-calgary-alberta,https://www.indieonthemove.com/venues/big-als-bar-and-grill-calgary-alberta,Alberta,2026-05-03T13:52:04,bar,,,,,False,,180.0,70.0,450.0,province_type_median,low
Dickens Pub,Calgary,AB,T2P 2Y6,"1000 9th Avenue SW, Calgary, AB T2P 2Y6",,https://dickensyyc.com/,"Music Venue, Bar, Night Club","All Genres, Metal, Punk, Rock",400.0,18+,,Shows can be held any night of the week.,Requires Premium,https://www.facebook.com/dickensyyc,https://www.instagram.com/dickensyyc/,Electric Six; Tragedy: Metal Bee Gees & Beyond; Ghost Twin; Vanden Dool; MOONBEAN Music; Gatecreeper; Spectral Wound; Black Sun Empire; Wraz; Mizmor,https://www.indieonthemove.com/venues/dickens-pub-calgary-alberta,https://www.indieonthemove.com/venues/dickens-pub-calgary-alberta,Alberta,2026-05-03T13:52:09,club,,,,,False,,400.0,400.0,400.0,known,known
Swigs Pub and Grill,Calgary,AB,T2W 4N5,"11213 30th Street SW, Calgary, AB T2W 4N5",,https://www.swigs.ca/,"Music Venue, Bar, Restaurant","Folk, Rock",125.0,18+,,"""Located in the heart of Cedarbrae in our wonderful city of Calgary. Swigs Pub opened its doors after a complete renovation in November of 2008. This family owned and operated pub has all that a pub can offer. We offer a full menu, 8 cold beers on tap, daily food and drink features, 8 HD flat screen tv's, 6 vlt's, pool table and much more. We often host live entertainment and open jams, supporting the local music scene."" They host live music on Wednesday, Friday, and Saturday nights with Wednesdays being reserved for open jam.",Requires Premium,https://www.facebook.com/swigspub/,,Earl Morgan,https://www.indieonthemove.com/venues/swigs-pub-and-grill-calgary-alberta,https://www.indieonthemove.com/venues/swigs-pub-and-grill-calgary-alberta,Alberta,2026-05-03T13:52:14,bar,,,,,False,,125.0,125.0,125.0,known,known
Vern's Tavern,Calgary,AB,T2P 1G4,"622 8 Avenue SW, Calgary, AB T2P 1G4",,,"Music Venue, Bar, Night Club, Comedy Club","All Genres, Alternative, Indie, Rock",,18+,,Shows can be held any night of the week.,Requires Premium,https://www.facebook.com/vernscalgary/,,,https://www.indieonthemove.com/venues/verns-tavern-calgary-alberta,https://www.indieonthemove.com/venues/verns-tavern-calgary-alberta,Alberta,2026-05-03T13:52:18,club,,,,,False,,270.0,110.0,680.0,province_type_median,low
The Blues Can,Calgary,AB,T2M 0M1,"2002 16 Avenue NW, Calgary, AB T2M 0M1",,https://www.thebluescan.com/,"Music Venue, Restaurant",Blues,150.0,18+,,"""We're an amazing live music venue designed with sound in mind! Friendly amazing staff & a delicious Southwestern menu! Daily LIVE music.. 12-15 live shows EVERY WEEK! Come fill your ears & soul with live music in Capital Hill NW!""",Requires Premium,https://www.facebook.com/TheBluesCan/,https://www.instagram.com/thebluescancalgary/,Void Souls; Tremoloco,https://www.indieonthemove.com/venues/the-blues-can-calgary-alberta,https://www.indieonthemove.com/venues/the-blues-can-calgary-alberta,Alberta,2026-05-03T13:52:22,restaurant,,,,,False,,150.0,150.0,150.0,known,known
The Palace Theatre,Calgary,AB,T2P 7N2,"219 8th Avenue SW, Calgary, AB T2P 7N2",,https://www.thepalacetheatre.ca/,Music Venue,All Genres,950.0,,,"""Calgary’s grand celebration hall for live gatherings of all shapes and sizes."" Concerts can be held any day/night of the week.",Requires Premium,https://www.facebook.com/palacetheatreyyc,https://www.instagram.com/palacetheatreyyc/,,https://www.indieonthemove.com/venues/the-palace-theatre-calgary-alberta,https://www.indieonthemove.com/venues/the-palace-theatre-calgary-alberta,Alberta,2026-05-03T13:52:26,venue,,,,,False,,950.0,950.0,950.0,known,known
Calgary House Concerts,Calgary,AB,T2L 1M4,"3344 Boulton Road Northwest, Calgary, AB T2L 1M4",,https://calgaryhouseconcerts.ca/,"House Shows, Music Venue","Acoustic, Singer-Songwriter",,,,They host about one show a month typically on a Sunday.,Requires Premium,https://www.facebook.com/calgaryhouseconcerts/,,Tremoloco,https://www.indieonthemove.com/venues/calgary-house-concerts-calgary-alberta,https://www.indieonthemove.com/venues/calgary-house-concerts-calgary-alberta,Alberta,2026-05-03T13:52:30,venue,,,,,False,,270.0,110.0,675.0,province_type_median,low
Edmonton Folk Music Festival,Edmonton,AB,T5K 2T3,"Edmonton, AB T5K 2T3",,https://edmontonfolkfest.org/,Music Festival,"Bluegrass, Blues, Celtic, Folk, Gospel, Singer-Songwriter, World",,,,"""Held every year in August in Edmonton, the EFMF is one of the leading folk festivals in the world.""",Requires Premium,https://www.facebook.com/EdmontonFolkMusicFestival,https://www.instagram.com/edmfolkfest/,,https://www.indieonthemove.com/venues/edmonton-folk-music-festival-edmonton-alberta,https://www.indieonthemove.com/venues/edmonton-folk-music-festival-edmonton-alberta,Alberta,2026-05-03T13:52:35,festival,,,,,False,,590.0,235.0,1475.0,province_type_median,low
Calgary Folk Festival,Calgary,AB,T2G 0W6,"1215 10 Avenue SE, Calgary, AB T2G 0W6",,https://www.calgaryfolkfest.com/,Music Festival,"All Genres, Folk",,,,"""A year-round, non-profit org. committed to bringing exceptional musical experiences to our community."" The festival takes place in late July.",Requires Premium,https://www.facebook.com/calgaryfolkfest/,https://www.instagram.com/calgaryfolkfest/,,https://www.indieonthemove.com/venues/calgary-folk-festival-calgary-alberta,https://www.indieonthemove.com/venues/calgary-folk-festival-calgary-alberta,Alberta,2026-05-03T13:52:41,festival,,,,,False,,590.0,235.0,1475.0,province_type_median,low
Country Thunder Music Festival,Calgary,AB,T2G 5E1,"750 9 Avenue SE, Calgary, AB T2G 5E1",(866) 388-0007,https://www.countrythunder.com/ab,Music Festival,Country,,,,"""For over 23 years, Country Thunder Music Festival has brought fans the best artists Country Music has to offer!"" The festival takes place in mid August. Browse additional Country Thunder Music Festival locations.",Requires Premium,https://www.facebook.com/countrythunderalberta/,https://www.instagram.com/countrythunderab/,,https://www.indieonthemove.com/venues/country-thunder-music-festival-calgary-alberta,https://www.indieonthemove.com/venues/country-thunder-music-festival-calgary-alberta,Alberta,2026-05-03T13:52:46,festival,,,,,False,,590.0,235.0,1475.0,province_type_median,low
BuckingJam Palace,Calgary,AB,T2T 2Z7,"Calgary, AB T2T 2Z7",,https://buckingjampalace.com/,"Music Venue, House Shows",Jazz,60.0,,,"""BuckingJam Palace is a house concert venue in the historic district of Mount Royal in Calgary, Alberta."" They host live music Friday-Sunday nights and occasionally on Thursday nights.",Requires Premium,https://www.facebook.com/buckingjampalace,https://www.instagram.com/buckingjampalace/,,https://www.indieonthemove.com/venues/buckingjam-palace-calgary-alberta,https://www.indieonthemove.com/venues/buckingjam-palace-calgary-alberta,Alberta,2026-05-03T13:52:50,venue,,,,,False,,60.0,60.0,60.0,known,known
Newcastle Pub & Grill,Edmonton,AB,T6B 1E6,"8170 50 Street NW #145, Edmonton, AB T6B 1E6",,https://www.newcastle-pub.com/,"Music Venue, Pub","Blues, Classic Rock, Pop, R&B, Soul, Top 40",200.0,,,"""Newcastle Pub is one of the top entertainment venues in Edmonton in addition to great food and service."" They host shows Friday-Sunday nights with Sundays being reserved for a regular performer.",Requires Premium,https://www.facebook.com/NewcastlePubandGrill/,https://www.instagram.com/newcastlepubgrill,,https://www.indieonthemove.com/venues/newcastle-pub-grill-edmonton-alberta,https://www.indieonthemove.com/venues/newcastle-pub-grill-edmonton-alberta,Alberta,2026-05-03T13:52:55,bar,,,,,False,,200.0,200.0,200.0,known,known
The Polaris Theatre,Rocky View County,AB,T4A 0E2,"8 - 261051 Wagon Wheel View, Rocky View County, AB T4A 0E2",,https://www.polariscentre.ca/,"Music Venue, Rental","A'cappella, Chamber, Classical",240.0,,,"""240-seat Live Theatre located in Balzac, AB. Large stage, recording studio, cocktail bar, and more."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/ThePolarisTheatre/,https://www.instagram.com/thepolaristheatre/,,https://www.indieonthemove.com/venues/the-polaris-theatre-rocky-view-county-alberta,https://www.indieonthemove.com/venues/the-polaris-theatre-rocky-view-county-alberta,Alberta,2026-05-03T13:53:00,bar,,,,,False,,240.0,240.0,240.0,known,known
Commonwealth Bar & Stage,Calgary,AB,T2R 0B3,"731 10th Avenue SW, Calgary, AB T2R 0B3",,https://commonwealthbar.ca/,"Music Venue, Bar, Rental",All Genres,450.0,18+,,"""An early century railway shipping warehouse turned nightspot. Formerly used for commerce and industry, we've reclaimed for use as a nightclub & art space. This revelrous night destination features an on-site eatery called Native Tongues. Merry-making has begun."" Concerts can be held any night of the week though Friday and Saturday shows have a curfew in order to accommodate their regular club nights.",Requires Premium,https://www.facebook.com/CommonwealthBar/,https://www.instagram.com/commonwealthyyc/,SCRIPT; John Shambles; jigitz; The Listros; Willow Avalon; Meltt,https://www.indieonthemove.com/venues/commonwealth-bar-stage-calgary-alberta,https://www.indieonthemove.com/venues/commonwealth-bar-stage-calgary-alberta,Alberta,2026-05-03T13:53:04,club,,,,,False,,450.0,450.0,450.0,known,known
The King's Head Eatery & Music Room,Calgary,AB,T2J 0P5,"9116 Macleod Trail South, Calgary, AB T2J 0P5",,https://www.thekingshead.ca/,"Music Venue, Pub","Acoustic, Classic Rock, Country, Motown, Pop, Rock, Rockabilly, Singer-Songwriter, Top 40",,18+,,"""Home Of Calgarys Favorite Music Room."" They host live music Thursday-Saturday nights and on Sunday afternoons. Those under 18 are allowed inside earlier in the day.",Requires Premium,https://www.facebook.com/thekingsheadeaterymusicroom,https://www.instagram.com/thekingshead.ca/,FLATLINE PHOENIX; FLATLINE PHOENIX; FLATLINE PHOENIX,https://www.indieonthemove.com/venues/the-kings-head-eatery-music-room-calgary-alberta,https://www.indieonthemove.com/venues/the-kings-head-eatery-music-room-calgary-alberta,Alberta,2026-05-03T13:53:10,bar,,,,,False,,180.0,70.0,450.0,province_type_median,low
King Eddy,Calgary,AB,T2G 0R9,"438 9 Avenue SE, Calgary, AB T2G 0R9",,https://kingeddy.ca/,"Music Venue, Bar, Rental",All Genres,158.0,18+,,"""Established in 1905, the King Eddy has been a cornerstone of music, community, and culture for over a century in Calgary. The King Eddy was restored much like an artifact after being condemned in 2004, and today is building on its storied musical legacy."" Concerts are held Thursday - Saturday nights.",Requires Premium,https://www.facebook.com/KingEddyYYC,https://www.instagram.com/kingeddyyyc/,CELIN; Antonio Larosa; Emmett Jerome; Void Souls; BUNS the band; Felix Riebl; Ollie McGill; Sydney Mae Music; CELIN; Ryan Davidson Guitar,https://www.indieonthemove.com/venues/king-eddy-calgary-alberta,https://www.indieonthemove.com/venues/king-eddy-calgary-alberta,Alberta,2026-05-03T13:53:15,bar,,,,,False,,158.0,158.0,158.0,known,known
Langdon Firehouse Bar & Grill,Langdon,AB,T0J 1X1,"716 Centre Street North, Langdon, AB T0J 1X1",,https://www.langdonfirehouse.com/,Music Venue,All Genres,,18+,,"""The Langdon Firehouse opened its doors in September 2017, and quickly gained a reputation throughout town for great service & exceptional food!"" Concerts are held on Friday and Saturday nights, sometimes Thursday nights, with an open jam on Sundays.",Requires Premium,https://www.facebook.com/langdonfirehouse/,https://www.instagram.com/langdonfirehouse/,Matt Blais; FLATLINE PHOENIX,https://www.indieonthemove.com/venues/langdon-firehouse-bar-grill-langdon-alberta,https://www.indieonthemove.com/venues/langdon-firehouse-bar-grill-langdon-alberta,Alberta,2026-05-03T13:53:20,venue,,,,,False,,270.0,110.0,675.0,province_type_median,low
The Arden Theatre,St. Albert,AB,T8N 3Z9,"5 St. Anne Street, St. Albert, AB T8N 3Z9",,https://stalbert.ca/exp/arden/,Music Venue,All Genres,497.0,,,"""Located in beautiful downtown St. Albert, The Arden Theatre continues to be a destination for world."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/ardentheatre/,https://www.instagram.com/theardentheatre/,Ryan Davidson Guitar; Andrew Martin; The East Pointers,https://www.indieonthemove.com/venues/the-arden-theatre-st-albert-alberta,https://www.indieonthemove.com/venues/the-arden-theatre-st-albert-alberta,Alberta,2026-05-03T13:53:25,theatre,,,,,False,,497.0,497.0,497.0,known,known
Yardbird Suite,Edmonton,AB,T6E 2M2,"11 Tommy Banks Way, Edmonton, AB T6E 2M2",,https://yardbirdsuite.com/,"Music Venue, Night Club, Bar, Jazz & Blues",Jazz,125.0,18+,,"""Founded in 1957 and supported by volunteers the Yardbird Suite is the only facility of its kind in Canada. Every weekend between the middle of September and the end of June a unique and innovative jazz experience unfolds in the Yardbird’s casual and intimate atmosphere.  In addition to averaging 75 concerts a season the Yardbird currently hosts weekly Tuesday night jam sessions, sponsors the Littlebirds Big Band, presents Jazz For Kids events, and hosts the Yardbird Festival of Canadian Jazz. All while providing rehearsal space for some of Edmonton’s top musicians."" They host shows on Friday and Saturday nights and a jam session on Tuesday nights.",Requires Premium,https://www.facebook.com/YardbirdSuite/,https://www.instagram.com/yardbirdsuiteyeg/,Felix Riebl; Ollie McGill; Igor Willcox; Maq; Djabe; Jean-Michel Pilc Trio; ADHD; Michael Charles,https://www.indieonthemove.com/venues/yardbird-suite-edmonton-alberta,https://www.indieonthemove.com/venues/yardbird-suite-edmonton-alberta,Alberta,2026-05-03T13:53:30,club,,,,,False,,125.0,125.0,125.0,known,known
The Carrot,Edmonton,AB,T5G 0N3,"9351 118 Avenue, Edmonton, AB T5G 0N3",,https://www.thecarrot.ca/,"Music Venue, Restaurant, Cafe, Open Mic",All Genres,60.0,,,"""Volunteer-powered, not-for-profit coffeehouse. Features works of local artists and musicians, fair trade coffee, and delicious eats."" They host shows on Friday nights and open mic on Saturday nights.",Requires Premium,https://www.facebook.com/TheCarrotCoffeehouse,https://www.instagram.com/thecarrotcoffeehouse/,Loud in the Pines; Rick St. Clair,https://www.indieonthemove.com/venues/the-carrot-edmonton-alberta,https://www.indieonthemove.com/venues/the-carrot-edmonton-alberta,Alberta,2026-05-03T13:53:35,restaurant,,,,,False,,60.0,60.0,60.0,known,known
The Palomino Smokehouse,Calgary,AB,T2P 0W5,"109 7th Avenue SW, Calgary, AB T2P 0W5",,https://thepalomino.ca/,"Music Venue, Restaurant","Alternative, Country, Folk, Rock",108.0,18+,,"""Live Music and Calgary's Best BBQ!"" Most shows take place on Friday and Saturday nights, but they are flexible.",Requires Premium,https://www.facebook.com/ThePalominoSmokehouseAndSocialClub,https://www.instagram.com/palominosmokehouse/,Arkells; The Vidos; Sam Singer; Bob Log III; The Sour Patch Men; MIDNITE HELLION; The Inspector Cluzo,https://www.indieonthemove.com/venues/the-palomino-smokehouse-calgary-alberta,https://www.indieonthemove.com/venues/the-palomino-smokehouse-calgary-alberta,Alberta,2026-05-03T13:53:40,restaurant,,,,,False,,108.0,108.0,108.0,known,known
Modern Love,Calgary,AB,T2R 0E1,"613 11 Avenue SW, Calgary, AB T2R 0E1",,,"Music Venue, Pub",All Genres,,18+,,"Formerly Broken City. ""Calgary's newest vegan dance bar. Oh, and bands! Lots of bands."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/modernloveyyc/,https://www.instagram.com/modernloveyyc/,Chuck Ragan; DJ C-SIK; DJ C-SIK; DJ C-SIK; Good Riddance; Ignite; Lou Barlow; Northcote; Lauren Dillen,https://www.indieonthemove.com/venues/modern-love-calgary-alberta,https://www.indieonthemove.com/venues/modern-love-calgary-alberta,Alberta,2026-05-03T13:53:46,club,,,,,False,,270.0,110.0,680.0,province_type_median,low
Blackjacks Roadhouse,Nisku,AB,T9E 8A2,"2110 Sparrow Drive, Nisku, AB T9E 8A2",,https://blackjacksroadhouse.com/,"Music Venue, Bar, Restaurant",All Genres,,18+,,"""Blackjacks Roadhouse & Games Room is locally owned & operated in Nisku, Alberta Canada."" They host live music on Tuesday nights during the summer months for Bike Night.",Requires Premium,https://www.facebook.com/BlackjacksRoadhouse,https://www.instagram.com/blackjacksroadhouse/,The Give 'em Hell Boys; The Give 'em Hell Boys; Bonfire Moon; The Give 'em Hell Boys; Bonfire Moon; Bonfire Moon,https://www.indieonthemove.com/venues/blackjacks-roadhouse-nisku-alberta,https://www.indieonthemove.com/venues/blackjacks-roadhouse-nisku-alberta,Alberta,2026-05-03T13:53:52,bar,,,,,False,,180.0,70.0,450.0,province_type_median,low
Lady of the Lake Cafe and Pub,Brandon,MB,R7A 1G6,"135 17th Street North, Brandon, MB R7A 1G6",,https://www.ladyofthelake.ca/,"Music Venue, Cafe, Store, Pub","Acoustic, Americana, Folk, Folk Rock, Singer-Songwriter, Soft Rock",150.0,,5.0,Live music is held on Friday nights.,Requires Premium,https://www.facebook.com/ladyofthelakebrandon/,https://www.instagram.com/ladyofthelakebrandon/,,https://www.indieonthemove.com/venues/lady-of-the-lake-cafe-and-pub-brandon-manitoba,https://www.indieonthemove.com/venues/lady-of-the-lake-cafe-and-pub-brandon-manitoba,Manitoba,2026-05-03T13:54:08,bar,,,,,False,,150.0,150.0,150.0,known,known
